150581,霍林郭勒市,霍林郭勒市,内蒙古,150500,029200
150582,其它区,其它区,内蒙古,150500,
150600,鄂尔多斯市,鄂尔多斯,内蒙古,150000,017004
150602,东胜区,东胜区,内蒙古,150600,017000
150621,达拉特旗,达拉特旗,内蒙古,150600,014300
150622,准格尔旗,准格尔旗,内蒙古,150600,017100
150623,鄂托克前旗,鄂托克前旗,内蒙古,150600,016200
150624,鄂托克旗,鄂托克旗,内蒙古,150600,016100
150625,杭锦旗,杭锦旗,内蒙古,150600,017400
150626,乌审旗,乌审旗,内蒙古,150600,017300
150627,伊金霍洛旗,伊金霍洛旗,内蒙古,150600,017200
150628,其它区,其它区,内蒙古,150600,
150700,呼伦贝尔市,呼伦贝尔,内蒙古,150000,021008
150702,海拉尔区,海拉尔区,内蒙古,150700,021000
150721,阿荣旗,阿荣旗,内蒙古,150700,162750
150722,莫力达瓦达斡尔族自治旗,莫力达瓦达斡尔族自治旗,内蒙古,150700,162850
150723,鄂伦春自治旗,鄂伦春自治旗,内蒙古,150700,165450
150724,鄂温克族自治旗,鄂温克族自治旗,内蒙古,150700,021100
150725,陈巴尔虎旗,陈巴尔虎旗,内蒙古,150700,021500
150726,新巴尔虎左旗,新巴尔虎左旗,内蒙古,150700,021200
150727,新巴尔虎右旗,新巴尔虎右旗,内蒙古,150700,021300
150781,满洲里市,满洲里市,内蒙古,150700,021400
150782,牙克石市,牙克石市,内蒙古,150700,162650
150783,扎兰屯市,扎兰屯市,内蒙古,150700,162650
150784,额尔古纳市,额尔古纳市,内蒙古,150700,022250
150785,根河市,根河市,内蒙古,150700,022350
150786,其它区,其它区,内蒙古,150700,
150800,巴彦淖尔市,巴彦淖尔,内蒙古,150000,015001
150802,临河区,临河区,内蒙古,150800,015001
150821,五原县,五原县,内蒙古,150800,015100
150822,磴口县,磴口县,内蒙古,150800,015200
150823,乌拉特前旗,乌拉特前旗,内蒙古,150800,015400
150824,乌拉特中旗,乌拉特中旗,内蒙古,150800,015300
150825,乌拉特后旗,乌拉特后旗,内蒙古,150800,015500
150826,杭锦后旗,杭锦后旗,内蒙古,150800,015400
150827,其它区,其它区,内蒙古,150800,
150900,乌兰察布市,乌兰察布,内蒙古,150000,012000
150902,集宁区,集宁区,内蒙古,150900,012000
150921,卓资县,卓资县,内蒙古,150900,012300
150922,化德县,化德县,内蒙古,150900,013350
150923,商都县,商都县,内蒙古,150900,013400
150924,兴和县,兴和县,内蒙古,150900,013650
150925,凉城县,凉城县,内蒙古,150900,013750
150926,察哈尔右翼前旗,察哈尔右翼前旗,内蒙古,150900,012200
